seller_id,application_date,country,days_to_complete_company_details,days_to_complete_logistics,days_to_upload_license,days_to_sign_agreement,total_onboarding_days,followup_count,days_since_last_followup,reached_activation,churned,days_since_application,steps_completed,avg_days_per_step,followup_effectiveness,is_slow_onboarding,is_neglected,country_encoded
S0946,2024-12-12,Saudi Arabia,32,20,25,23,141,8,32,0,1,19,4,35.25,0.056338028169014086,1,1,0
S0947,2023-08-24,Saudi Arabia,36,36,54,24,107,4,9,1,0,495,4,26.75,0.037037037037037035,1,0,0
S0948,2024-07-16,Saudi Arabia,22,16,69,5,92,2,17,0,0,168,4,23.0,0.021505376344086023,1,0,0
S0949,2022-12-06,Saudi Arabia,25,27,44,19,129,0,74,0,0,756,4,32.25,0.0,1,1,0
S0950,2023-10-25,Saudi Arabia,52,16,36,7,68,11,82,1,0,433,4,17.0,0.15942028985507245,0,1,0
S0951,2024-08-29,UAE,47,17,3,1,115,10,57,1,0,124,4,28.75,0.08620689655172414,1,1,1
S0952,2023-10-21,Saudi Arabia,36,15,58,26,88,13,52,1,1,437,4,22.0,0.14606741573033707,0,1,0
S0953,2024-02-22,Saudi Arabia,9,16,55,12,110,9,0,0,0,313,4,27.5,0.08108108108108109,1,0,0
S0954,2022-10-13,Saudi Arabia,26,27,79,26,127,3,62,0,1,810,4,31.75,0.0234375,1,1,0
S0955,2024-05-28,Saudi Arabia,51,34,17,11,96,7,60,1,1,217,4,24.0,0.07216494845360824,1,1,0
S0956,2024-03-06,UAE,19,11,39,12,81,2,88,1,0,300,4,20.25,0.024390243902439025,0,1,1
S0957,2023-07-26,Saudi Arabia,38,1,68,19,70,3,30,1,0,524,4,17.5,0.04225352112676056,0,0,0
S0958,2024-02-17,UAE,46,18,57,29,192,9,110,0,1,318,4,48.0,0.046632124352331605,1,1,1
S0959,2023-08-30,Saudi Arabia,52,26,45,12,68,4,65,1,0,489,4,17.0,0.057971014492753624,0,1,0
S0960,2022-06-04,UAE,47,4,76,12,55,2,18,1,1,941,4,13.75,0.03571428571428571,0,0,1
S0961,2023-07-25,UAE,15,5,1,14,54,9,52,1,0,525,4,13.5,0.16363636363636364,0,1,1
S0962,2023-10-19,Saudi Arabia,41,13,58,23,157,2,103,0,1,439,4,39.25,0.012658227848101266,1,1,0
S0963,2024-08-10,UAE,9,13,21,2,83,5,73,0,0,143,4,20.75,0.05952380952380952,0,1,1
S0964,2024-04-23,Saudi Arabia,32,10,52,25,121,13,21,1,0,252,4,30.25,0.10655737704918032,1,0,0
S0965,2022-12-15,UAE,4,11,43,4,93,13,22,1,0,747,4,23.25,0.13829787234042554,1,0,1
S0966,2022-04-28,Saudi Arabia,50,18,52,20,47,10,86,1,0,978,4,11.75,0.20833333333333334,0,1,0
S0967,2023-02-14,UAE,18,34,67,23,83,12,14,0,0,686,4,20.75,0.14285714285714285,0,0,1
S0968,2023-07-10,UAE,5,39,44,26,100,5,25,1,0,540,4,25.0,0.04950495049504951,1,0,1
S0969,2022-09-14,UAE,25,24,37,11,152,0,31,0,0,839,4,38.0,0.0,1,1,1
S0970,2023-01-08,UAE,23,23,10,10,88,11,86,1,0,723,4,22.0,0.12359550561797752,0,1,1
S0971,2024-11-17,Saudi Arabia,11,7,64,13,83,2,19,0,0,44,4,20.75,0.023809523809523808,0,0,0
S0972,2022-10-15,Saudi Arabia,37,39,79,2,116,2,39,0,0,808,4,29.0,0.017094017094017096,1,1,0
S0973,2023-04-27,Saudi Arabia,49,35,43,8,163,6,76,1,1,614,4,40.75,0.036585365853658534,1,1,0
S0974,2024-06-20,Saudi Arabia,36,34,50,19,148,2,83,1,1,194,4,37.0,0.013422818791946308,1,1,0
S0975,2023-05-25,UAE,29,7,28,6,79,2,17,1,0,586,4,19.75,0.025,0,0,1
S0976,2023-08-11,Saudi Arabia,44,26,53,19,92,3,40,0,0,508,4,23.0,0.03225806451612903,1,1,0
S0977,2023-03-16,UAE,34,33,51,27,51,5,69,0,0,656,4,12.75,0.09615384615384616,0,1,1
S0978,2024-05-15,UAE,38,27,21,13,152,9,113,1,1,230,4,38.0,0.058823529411764705,1,1,1
S0979,2023-02-09,UAE,42,15,4,20,53,3,14,1,0,691,4,13.25,0.05555555555555555,0,0,1
S0980,2024-01-28,Saudi Arabia,9,2,79,19,133,9,36,1,1,338,4,33.25,0.06716417910447761,1,1,0
S0981,2022-08-15,UAE,46,11,62,21,142,9,118,0,1,869,4,35.5,0.06293706293706294,1,1,1
S0982,2024-01-30,UAE,29,42,50,20,154,8,61,0,0,336,4,38.5,0.05161290322580645,1,1,1
S0983,2024-08-25,Saudi Arabia,7,32,74,10,119,10,72,1,1,128,4,29.75,0.08333333333333333,1,1,0
S0984,2022-07-15,UAE,4,4,47,3,45,7,6,1,0,900,4,11.25,0.15217391304347827,0,0,1
S0985,2023-04-14,UAE,19,20,56,6,83,5,40,1,0,627,4,20.75,0.05952380952380952,0,1,1
S0986,2022-07-03,Saudi Arabia,42,36,23,15,83,7,83,0,0,912,4,20.75,0.08333333333333333,0,1,0
S0987,2023-07-09,Saudi Arabia,30,32,18,23,67,5,9,0,0,541,4,16.75,0.07352941176470588,0,0,0
S0988,2023-03-03,Saudi Arabia,35,35,29,6,146,3,103,0,1,669,4,36.5,0.02040816326530612,1,1,0
S0989,2022-11-07,Saudi Arabia,35,13,35,18,92,10,25,1,0,785,4,23.0,0.10752688172043011,1,0,0
S0990,2023-07-17,Saudi Arabia,21,1,64,14,102,4,67,1,0,533,4,25.5,0.038834951456310676,1,1,0
S0991,2022-08-06,Saudi Arabia,31,35,58,19,123,4,23,1,0,878,4,30.75,0.03225806451612903,1,0,0
S0992,2023-12-12,Saudi Arabia,19,30,59,26,73,3,77,0,1,385,4,18.25,0.04054054054054054,0,1,0
S0993,2022-04-27,Saudi Arabia,31,36,1,10,91,2,40,0,0,979,4,22.75,0.021739130434782608,1,1,0
S0994,2024-03-07,UAE,53,25,3,15,75,2,64,0,0,299,4,18.75,0.02631578947368421,0,1,1
S0995,2022-06-17,Saudi Arabia,32,16,67,4,99,14,16,0,0,928,4,24.75,0.14,1,0,0
S0996,2022-07-22,UAE,2,19,37,23,110,4,23,1,0,893,4,27.5,0.036036036036036036,1,0,1
S0997,2023-01-02,Saudi Arabia,52,1,29,2,53,8,26,1,0,729,4,13.25,0.14814814814814814,0,0,0
S0998,2024-08-14,Saudi Arabia,57,25,57,14,154,6,46,0,1,139,4,38.5,0.03870967741935484,1,1,0
S0999,2023-06-16,Saudi Arabia,39,17,61,29,152,5,96,0,1,564,4,38.0,0.032679738562091505,1,1,0
S1000,2022-07-18,Saudi Arabia,2,24,4,23,42,3,11,1,0,897,4,10.5,0.06976744186046512,0,0,0
